Age,Gender,Income,Loan_Amount,Credit_Score,Past_Defaults,Loan_Status
38,Male,46675,34085,609,0,0
54,Male,105025,5618,811,0,0
64,Female,50946,1523,415,0,0
48,Male,51672,10720,720,0,0
60,Female,119405,46258,598,0,0
43,Male,118915,47482,510,1,0
33,Female,109392,23336,442,1,0
32,Female,73122,45698,684,0,0
46,Female,69492,28440,844,1,0
75,Female,113406,13534,464,0,0
32,Male,40632,37487,761,1,0
61,Male,104016,23321,443,0,0
27,Female,51170,14868,358,0,0
78,Male,46265,6157,302,0,0
75,Female,118019,43249,514,0,0
65,Male,103727,23533,657,0,0
40,Male,63406,12614,592,0,0
65,Female,96744,47626,841,0,0
79,Female,93010,11200,393,0,0
59,Female,109818,22510,428,0,0
43,Male,55079,7210,633,0,0
42,Male,40504,4488,364,0,0
55,Female,92839,30788,303,0,0
27,Female,114195,27093,725,0,0
33,Male,47615,13276,778,0,0
36,Female,114100,19864,380,0,0
56,Male,106686,8263,586,0,0
27,Female,97199,28402,425,0,0
53,Male,79810,24859,650,0,0
53,Female,115677,30828,407,0,0
42,Male,77354,21856,373,0,0
62,Male,90275,21712,801,0,0
24,Male,26283,29297,848,0,0
38,Female,118391,5298,332,1,0
23,Female,73546,12496,397,0,0
25,Male,118645,11699,681,0,0
29,Female,26605,19262,829,0,0
48,Male,59136,2163,687,0,0
54,Male,40419,49506,591,1,1
73,Female,60899,49551,754,1,0
20,Female,22856,2315,843,0,0
31,Male,52948,35124,766,0,0
22,Female,48649,48902,619,0,0
63,Female,41540,28120,795,0,0
36,Female,38093,30220,705,0,0
50,Female,110680,28597,646,0,0
27,Male,68126,33632,638,0,0
39,Female,68505,25171,368,1,0
29,Female,92062,24848,460,0,0
60,Female,36341,29935,519,0,0
58,Female,86711,33898,468,1,0
30,Male,60653,32608,613,0,0
35,Female,38308,44231,649,1,0
71,Female,67168,23644,632,1,0
52,Female,63516,13657,669,0,0
30,Female,69797,23942,569,0,0
30,Male,76058,29884,309,0,0
60,Female,108670,48031,689,0,0
39,Female,99270,39953,728,0,0
62,Male,27882,44234,380,0,0
26,Female,47056,40524,731,0,0
19,Male,46551,37675,760,0,0
22,Female,35946,40496,390,0,0
58,Male,29238,27025,640,1,0
79,Male,33024,3009,480,1,0
58,Female,25028,17773,458,0,0
59,Male,109173,8545,415,0,0
51,Male,51831,49800,397,0,0
75,Female,71923,6529,518,0,0
56,Male,46757,7619,304,0,0
71,Male,33639,44528,320,0,0
54,Male,54334,15035,470,0,0
58,Female,40812,11772,364,0,0
74,Female,69658,9242,375,0,0
62,Male,83604,30591,723,0,0
25,Female,93684,26700,463,0,0
59,Female,51009,33218,672,0,0
37,Female,49302,24498,522,0,0
68,Female,104353,25182,707,0,0
21,Male,25953,4923,755,1,0
53,Male,62715,47217,533,0,0
23,Male,108748,12752,549,0,0
62,Male,63719,42442,755,0,0
56,Male,119336,45278,410,0,0
48,Male,68615,33023,320,0,0
57,Female,101916,13741,549,0,0
35,Female,28942,28179,726,0,0
51,Female,61374,21131,697,0,0
44,Female,97057,27442,394,1,0
74,Male,114723,25144,739,0,0
72,Male,85830,10448,797,0,0
20,Male,64878,3372,582,1,0
38,Male,31266,31930,463,1,1
66,Male,92485,33254,710,0,0
33,Male,72227,11371,551,1,0
54,Male,55058,48241,803,1,0
56,Female,76642,29669,584,0,0
29,Male,80780,22396,747,0,0
27,Female,45487,18078,448,0,0
32,Male,61855,44905,476,0,0
22,Male,37974,1563,549,0,0
29,Male,82427,31373,319,0,0
41,Male,66179,15155,768,0,0
72,Female,29794,14178,307,0,0
36,Female,92813,31416,391,0,0
67,Female,43081,13988,551,0,0
22,Male,77047,2872,532,0,0
22,Male,66354,20955,390,0,0
46,Male,42412,41668,588,0,0
75,Male,56818,17511,677,0,0
64,Female,58173,20397,768,0,0
66,Female,58205,45993,303,0,0
41,Male,24105,2293,498,0,0
61,Male,118599,4455,817,0,0
79,Female,63628,12501,323,0,0
57,Female,57923,10775,732,0,0
40,Male,119798,7001,535,0,0
23,Male,53436,9005,690,1,0
34,Male,20700,49451,771,0,0
42,Female,102101,32591,438,0,0
26,Female,109610,15562,616,1,0
55,Female,102033,24823,616,0,0
28,Male,66408,43238,436,0,0
35,Female,39657,39244,566,0,0
38,Female,105975,31192,624,1,0
62,Female,116012,37587,448,1,0
66,Female,56555,30754,613,0,0
73,Male,56601,30916,588,0,0
58,Female,115251,38221,791,0,0
19,Female,113370,43676,314,1,0
30,Female,99474,30306,396,0,0
66,Male,98822,10210,787,0,0
19,Male,26524,16302,722,0,0
77,Male,29684,17320,744,0,0
23,Female,85657,29903,724,0,0
28,Male,105115,46280,667,0,0
20,Male,71888,39289,368,0,0
72,Female,87900,38666,726,0,0
57,Female,88470,11526,339,1,0
65,Female,105247,39660,796,1,0
53,Female,46090,18327,662,0,0
51,Male,84993,2617,468,0,0
19,Male,92406,49757,457,0,0
79,Male,93589,11116,789,0,0
61,Male,53632,9393,830,1,0
49,Male,97012,27063,378,0,0
70,Female,63353,27650,705,0,0
57,Male,22711,36985,320,0,0
77,Male,48206,17057,600,1,0
30,Male,82197,9067,604,1,0
21,Female,44012,4206,799,0,0
26,Male,65936,47117,621,0,0
55,Male,67118,45286,330,0,0
58,Male,82928,10357,578,0,0
62,Female,45647,5872,587,0,0
29,Female,41305,28997,586,0,0
48,Female,103351,38412,801,1,0
63,Female,107171,29317,843,0,0
28,Female,68795,29863,811,1,0
21,Female,103457,38847,418,0,0
69,Female,62497,39086,684,0,0
22,Female,46316,34162,628,0,0
54,Female,50628,18804,764,0,0
40,Male,99629,44977,758,0,0
24,Male,88005,30602,579,0,0
49,Male,70438,12860,326,0,0
61,Female,84923,2582,690,0,0
43,Female,100597,21104,815,0,0
53,Male,57904,39127,521,0,0
66,Female,91941,3344,498,0,0
79,Male,69286,31443,746,0,0
62,Male,54081,21182,794,1,0
52,Female,54157,16166,393,0,0
35,Male,24454,23603,689,0,0
22,Male,113725,22161,768,0,0
28,Male,72105,22065,750,1,0
68,Male,83599,49944,423,1,1
63,Female,81369,11136,364,0,0
19,Male,62662,14055,778,0,0
50,Male,44598,47555,420,0,0
79,Male,117666,18672,840,1,0
28,Male,97132,20189,382,0,0
64,Female,116675,14110,471,0,0
72,Male,36033,25506,586,0,0
51,Female,98563,26106,475,0,0
38,Male,34241,34383,834,0,0
38,Female,53590,19865,542,1,0
29,Female,35601,41191,830,0,0
67,Female,96350,49876,843,0,0
75,Male,62211,22404,396,0,0
64,Female,52162,22203,515,0,0
30,Female,98675,4704,736,0,0
38,Male,87734,24826,549,1,0
76,Male,31743,11460,484,0,0
20,Female,81606,21847,581,0,0
19,Female,84759,47588,341,0,0
73,Male,104311,9036,687,0,0
77,Male,62556,13688,423,1,0
60,Male,106126,3529,480,1,0
58,Male,55249,8190,552,0,0
64,Female,95973,20228,499,0,0
55,Female,52118,16938,438,0,0
46,Male,44664,4885,575,0,0
63,Female,49043,40799,409,0,0
33,Female,107023,27375,728,0,0
25,Male,55001,28390,418,1,1
47,Male,33352,46927,343,0,0
49,Male,87155,10375,847,0,0
66,Female,64216,40959,548,0,0
50,Male,114207,42638,775,0,0
25,Male,105725,26801,776,0,0
64,Female,28480,25498,677,0,0
70,Male,94224,13808,722,0,0
69,Male,23035,24282,604,1,0
60,Female,104242,39721,484,0,0
35,Male,96805,20136,772,1,0
55,Female,80365,21123,558,0,0
19,Female,81999,23869,427,0,0
58,Male,116879,31360,511,0,0
46,Male,29054,28915,822,0,0
43,Female,67587,15611,404,0,0
18,Male,69920,18392,512,1,0
48,Male,72788,7873,736,0,0
67,Female,75005,10771,747,0,0
43,Male,95453,33091,414,0,0
26,Female,73597,21770,544,0,0
35,Female,56689,19382,751,0,0
54,Female,110546,22588,597,0,0
33,Male,49102,36244,542,0,0
62,Female,94224,22290,732,1,0
37,Male,46551,2738,490,0,0
58,Female,44155,34064,745,0,0
47,Male,97171,19570,439,0,0
26,Male,32827,14965,786,0,0
23,Male,49456,36013,549,0,0
32,Female,89360,11661,607,0,0
28,Female,34310,7526,685,0,0
67,Male,55224,43811,805,0,0
33,Male,84093,44113,446,0,0
75,Male,42457,37176,812,0,0
71,Female,48100,45857,359,0,0
57,Male,75031,35510,821,1,0
43,Female,66781,31266,473,0,0
78,Male,32541,12106,728,1,0
60,Female,51702,23898,773,0,0
49,Female,108341,49322,431,1,1
40,Female,23458,44174,661,0,0
54,Male,20785,2455,738,1,0
47,Male,61595,25274,817,0,0
41,Male,40014,33101,719,0,0
64,Female,76793,37743,620,0,0
20,Male,45082,31450,607,0,0
34,Male,117615,47334,457,0,0
42,Male,52080,24629,494,1,1
66,Male,55358,49813,550,0,0
18,Female,101065,43226,442,0,0
19,Male,35834,12635,724,0,0
58,Female,31775,14104,654,1,0
23,Male,104903,10697,674,0,0
49,Female,22942,33595,423,0,0
58,Male,55640,9018,643,1,0
61,Female,106895,2595,487,0,0
49,Female,35406,7693,439,0,0
47,Female,78172,37260,739,0,0
60,Male,108111,1710,640,0,0
50,Male,70604,23262,824,0,0
74,Female,26001,6258,533,0,0
27,Female,95191,24873,713,0,0
62,Female,24479,10174,345,0,0
46,Male,29405,43083,524,0,0
79,Male,22521,7452,543,0,0
76,Female,28050,7747,684,1,0
46,Female,106933,23440,668,0,0
51,Female,119481,12664,788,0,0
41,Female,74325,2353,315,0,0
69,Male,39701,10149,439,0,0
78,Male,80038,13526,699,0,0
20,Male,24036,9619,824,0,0
48,Male,89007,15408,826,0,0
25,Female,31494,27719,345,0,0
34,Female,33982,15672,582,0,0
27,Female,74393,34896,492,1,1
63,Male,24785,2180,750,0,0
26,Male,23245,36164,351,0,0
53,Female,65704,47717,777,0,0
24,Male,72648,23837,457,0,0
45,Male,113894,26719,511,1,0
23,Male,115746,26748,671,0,0
30,Male,71309,43322,701,0,0
60,Female,49564,34249,660,1,0
74,Male,90005,20621,728,0,0
71,Female,78727,48657,502,0,0
65,Male,115019,42048,560,0,0
73,Male,100895,33486,759,0,0
64,Male,43569,21312,633,1,0
48,Female,31675,22723,606,0,0
23,Female,93941,11998,715,0,0
62,Male,26351,37774,336,0,0
69,Male,30051,49605,515,1,1
50,Female,89998,6667,795,0,0
22,Male,66526,27354,717,0,0
45,Male,82125,26307,640,0,0
48,Male,35994,48436,370,1,1
52,Male,46870,26520,453,0,0
50,Female,119482,6688,560,1,0
74,Female,44213,5623,537,0,0
23,Female,22418,12997,675,0,0
50,Male,118944,5568,827,0,0
26,Female,87288,43993,844,0,0
28,Male,24022,29543,730,0,0
42,Male,91772,10442,722,0,0
43,Male,41386,8117,302,1,0
60,Male,51820,5314,797,0,0
18,Male,109691,18558,811,0,0
73,Male,34372,13057,361,0,0
28,Female,110138,36292,616,0,0
60,Male,52680,34019,751,0,0
56,Male,53607,27843,680,0,0
26,Male,83993,43543,342,0,0
21,Female,30045,20606,622,0,0
18,Male,116642,35493,792,0,0
59,Male,99069,2285,669,0,0
77,Female,113565,37402,387,1,0
69,Female,117740,3274,309,0,0
23,Female,112552,48480,783,1,0
36,Female,58672,7456,756,0,0
38,Female,102681,30028,359,0,0
35,Female,41017,43100,571,1,1
26,Female,31290,18121,549,0,0
70,Male,82164,1031,411,0,0
65,Male,113797,12744,510,0,0
51,Female,75232,26631,515,0,0
37,Female,115548,12124,546,0,0
39,Female,34445,8093,724,0,0
60,Male,55706,45979,342,0,0
25,Female,42593,34180,488,0,0
66,Male,60254,45929,323,0,0
72,Female,88178,12842,469,0,0
39,Male,55839,41746,582,0,0
18,Female,49788,36722,649,0,0
71,Female,67981,43326,699,0,0
68,Female,80772,19593,595,0,0
73,Female,71348,36082,732,0,0
61,Male,108162,41284,826,0,0
35,Female,41111,46879,754,0,0
59,Female,80257,6552,753,1,0
41,Female,112392,31523,351,0,0
56,Male,24125,14241,536,1,1
43,Female,41054,27495,383,0,0
25,Male,90426,32150,444,0,0
44,Male,36679,35724,527,0,0
56,Male,23722,31403,816,0,0
43,Male,67913,26957,575,0,0
50,Male,98481,25223,603,0,0
36,Female,49735,22357,459,0,0
71,Female,58676,3132,818,0,0
61,Male,24762,19537,492,1,1
63,Female,78936,24864,553,1,0
27,Male,62443,37661,584,0,0
71,Female,79994,32018,825,0,0
72,Female,50962,40634,675,1,0
39,Male,72511,29901,684,0,0
76,Male,64711,42816,593,0,0
67,Male,33263,12187,763,0,0
34,Male,42888,38522,806,0,0
42,Male,63281,5258,367,0,0
66,Female,77788,14223,496,1,0
44,Male,83689,43061,659,0,0
66,Female,64553,11233,657,0,0
66,Female,73275,47763,661,0,0
62,Male,95866,38323,720,1,0
79,Male,76104,30567,335,0,0
45,Female,48193,22659,650,0,0
58,Female,55942,34216,779,0,0
64,Female,87054,20570,393,0,0
33,Male,78565,8924,367,0,0
63,Male,56659,23900,719,0,0
24,Female,97231,25892,809,0,0
71,Male,73898,44091,611,0,0
46,Male,33700,26386,472,0,0
47,Female,35054,37927,458,0,0
75,Female,37216,29774,539,0,0
24,Male,113581,33644,562,0,0
43,Female,59231,5005,331,0,0
19,Male,52953,7168,432,0,0
73,Male,28312,13870,321,0,0
74,Male,117962,9856,350,0,0
60,Male,112381,41030,510,1,0
44,Male,52711,18148,402,1,0
45,Female,71240,20673,420,0,0
24,Male,74106,46265,418,0,0
64,Female,84739,36014,741,0,0
26,Male,38780,7679,733,0,0
70,Male,31795,25477,659,1,0
78,Male,99449,40075,415,0,0
27,Male,24560,48721,720,0,0
45,Male,61254,13285,394,0,0
47,Female,37786,41890,692,0,0
79,Female,115641,29562,661,0,0
20,Male,114500,26479,387,0,0
78,Male,35115,23161,339,0,0
31,Male,77874,22428,750,0,0
33,Female,119652,45321,503,0,0
74,Female,51094,1224,642,0,0
23,Male,104129,37800,689,0,0
55,Male,70217,8810,409,0,0
50,Female,76111,27697,830,0,0
67,Male,84894,21957,509,0,0
36,Female,35411,32828,343,0,0
74,Female,67460,30266,640,0,0
22,Female,105231,10436,372,0,0
66,Female,37980,13272,302,0,0
72,Female,49923,36462,659,1,0
64,Male,75000,22874,775,0,0
67,Male,60132,8317,693,0,0
68,Female,41682,15813,491,0,0
72,Male,40460,45910,648,0,0
67,Female,95960,14981,431,1,0
55,Female,110519,45339,776,0,0
30,Female,78355,14234,620,0,0
67,Male,33593,14779,349,0,0
33,Female,80785,11961,380,0,0
54,Female,78033,29442,493,1,0
29,Male,111850,26495,824,0,0
50,Female,92797,17264,363,1,0
48,Female,44952,2299,586,0,0
63,Female,25613,4236,715,1,0
70,Male,114309,19422,733,0,0
72,Female,29304,32931,583,1,1
26,Female,43797,6577,607,0,0
57,Male,69715,8199,616,0,0
33,Female,32619,43450,688,0,0
20,Female,33550,7288,727,0,0
61,Female,27776,48958,352,0,0
78,Female,115932,23870,475,0,0
23,Male,93083,35753,479,0,0
68,Male,70253,5732,459,0,0
35,Female,69844,15182,765,0,0
72,Male,42401,40986,694,0,0
33,Female,72368,30583,312,1,1
59,Male,46272,11996,337,0,0
73,Male,57147,4824,496,0,0
49,Female,88076,11677,461,0,0
48,Female,34130,42867,620,1,0
32,Female,115054,26399,433,0,0
59,Female,97522,3585,579,0,0
26,Male,102501,4532,769,0,0
32,Female,43531,45027,527,0,0
29,Female,76274,6959,677,0,0
74,Female,33737,37218,685,0,0
45,Female,67101,13127,847,1,0
62,Female,90373,8864,644,1,0
61,Female,72435,16342,837,0,0
33,Male,81074,19403,642,0,0
25,Female,93698,5335,642,0,0
26,Female,43345,37038,694,0,0
53,Male,63230,6022,569,0,0
29,Male,74631,31469,492,0,0
43,Female,108962,42594,831,1,0
72,Female,29349,1835,332,0,0
32,Male,57880,17163,798,0,0
24,Male,51745,30358,462,1,1
26,Female,43523,34940,474,0,0
33,Female,57334,31168,340,0,0
34,Male,84682,16084,403,1,0
23,Male,81020,47147,485,0,0
18,Female,89402,2678,593,0,0
79,Female,26526,28886,523,0,0
19,Female,100185,31749,723,0,0
24,Male,94801,19369,633,1,0
42,Female,36041,13092,632,0,0
26,Female,75821,1165,774,0,0
69,Male,102801,18435,506,0,0
24,Female,49381,37297,406,0,0
47,Female,101550,37881,535,1,0
67,Female,102412,8928,834,0,0
33,Male,108933,26803,667,0,0
21,Male,27096,4834,423,0,0
46,Male,64963,12811,504,0,0
42,Female,50979,32383,400,0,0
35,Female,87385,17452,448,1,0
64,Male,63470,26858,765,0,0
42,Female,72118,33858,419,0,0
65,Female,65780,1910,641,1,0
36,Male,28757,25571,390,0,0
38,Male,24047,17699,750,0,0
73,Male,74844,4562,384,1,0
64,Female,70185,17160,684,0,0
79,Female,41237,5342,510,0,0
36,Female,98603,10396,839,0,0
78,Female,79119,30589,537,0,0
68,Male,56220,3599,471,0,0
72,Male,39131,32236,419,0,0
42,Male,96690,35475,705,0,0
58,Female,63054,43859,359,0,0
56,Female,49218,19478,451,0,0
61,Male,41901,5545,374,0,0
22,Male,112885,28594,597,0,0
27,Female,113402,36811,374,1,0
75,Female,25120,41558,574,0,0
32,Male,31920,46965,637,0,0
31,Male,117355,45167,815,1,0
26,Male,84226,17422,345,0,0
49,Male,67177,14116,320,1,0
43,Female,92708,9623,745,0,0
23,Male,112092,33509,816,0,0
57,Male,81924,36816,803,0,0
51,Male,118181,48323,540,0,0
42,Female,80904,39660,469,0,0
73,Female,31455,42462,410,0,0
49,Female,74706,37010,385,0,0
25,Male,71423,29260,736,0,0
59,Male,107093,40419,524,0,0
31,Female,82429,34455,366,1,1
49,Female,89630,31159,817,0,0
40,Female,67195,30030,744,0,0
71,Male,38579,9246,455,0,0
35,Female,98718,4346,495,0,0
79,Female,38696,27170,654,0,0
46,Female,53976,12792,459,1,0
73,Female,30530,16331,387,0,0
18,Female,83160,18262,340,0,0
75,Male,89360,34053,817,0,0
79,Male,96938,9176,378,0,0
66,Female,114686,42498,475,0,0
23,Male,115546,24822,770,0,0
49,Female,60315,8420,777,0,0
59,Male,31188,25929,794,0,0
65,Female,56303,3114,807,0,0
79,Male,116274,10840,659,0,0
62,Female,56300,33942,767,0,0
35,Female,50742,21941,445,1,1
68,Male,51817,15608,833,0,0
61,Male,39660,5156,320,0,0
36,Female,71793,30730,800,0,0
31,Male,99563,38816,607,0,0
76,Female,38443,2701,368,0,0
18,Female,71589,18539,711,0,0
53,Male,20741,3827,613,0,0
59,Female,43451,40264,434,0,0
41,Male,39027,49677,767,1,0
43,Female,56832,41272,315,0,0
32,Male,101204,14048,340,0,0
29,Male,68983,7608,611,1,0
27,Male,73545,3430,573,0,0
56,Female,74913,39227,748,0,0
67,Female,81421,15879,575,0,0
65,Male,76132,37634,421,0,0
38,Female,118792,8243,662,0,0
18,Female,77748,45828,710,0,0
55,Male,119885,17650,457,0,0
66,Male,31958,28641,459,0,0
55,Male,20056,26868,622,0,0
31,Male,43826,20115,359,0,0
21,Female,31831,30572,791,0,0
48,Male,22470,5664,574,0,0
46,Male,104135,42659,564,0,0
52,Male,50634,28485,757,0,0
79,Female,64641,7918,347,0,0
48,Female,100777,3641,635,0,0
63,Male,75518,43186,552,0,0
60,Female,118175,23801,734,0,0
60,Male,109807,42037,798,1,0
67,Male,89391,34182,482,1,0
29,Male,71685,33601,846,0,0
26,Female,41883,32935,805,0,0
61,Male,38151,36714,533,0,0
63,Female,84407,9717,628,0,0
76,Male,98448,7873,791,0,0
59,Male,85507,35844,333,0,0
40,Female,21425,43739,716,1,0
61,Female,79687,28022,472,0,0
43,Male,55853,44243,768,1,0
30,Male,77493,20115,836,0,0
66,Female,62085,34220,428,0,0
67,Female,37878,16306,593,0,0
37,Male,22692,17073,483,0,0
25,Female,60047,30717,601,0,0
71,Female,89061,45994,667,0,0
20,Male,43717,23863,306,0,0
37,Male,80950,24321,746,0,0
23,Female,29956,29840,526,1,1
57,Male,100613,22089,471,0,0
52,Female,93108,36180,616,1,0
69,Female,97695,18655,409,0,0
64,Female,74161,24789,419,0,0
22,Male,65656,38611,569,0,0
39,Male,96039,6613,833,0,0
27,Male,72173,31092,777,1,0
26,Female,53281,38809,594,0,0
31,Male,105132,6164,503,0,0
24,Male,101202,3940,549,0,0
57,Female,62085,49695,600,1,0
77,Female,111790,48873,626,0,0
70,Male,35373,13463,768,0,0
68,Female,37826,22774,662,0,0
21,Female,45352,46345,760,0,0
36,Female,20834,16831,683,0,0
79,Male,87062,32791,805,0,0
47,Male,84937,1314,678,0,0
37,Male,40689,20733,591,0,0
44,Female,109261,45492,717,0,0
62,Male,90045,45820,391,0,0
61,Female,87189,31551,760,0,0
71,Female,59769,29141,487,0,0
75,Female,57998,34621,649,1,0
72,Female,113773,18244,736,1,0
71,Female,45242,24128,522,0,0
18,Female,96736,36431,547,0,0
32,Male,73378,38839,319,0,0
36,Male,31626,39319,596,0,0
40,Male,93409,14509,621,0,0
29,Female,71107,18064,315,0,0
24,Female,93507,11963,653,1,0
52,Male,63884,17538,305,0,0
52,Female,54328,6963,494,0,0
67,Male,39517,10368,660,0,0
40,Male,106818,27362,815,0,0
53,Female,38115,45837,763,0,0
50,Female,103516,27577,619,0,0
55,Male,47297,36892,446,0,0
57,Female,85170,24988,704,0,0
68,Male,20567,40886,307,0,0
58,Female,72056,49684,446,0,0
35,Male,21790,6841,796,0,0
35,Female,73418,41217,526,0,0
66,Male,29021,33133,332,0,0
49,Male,86779,9721,627,0,0
36,Male,74697,7745,600,0,0
18,Female,101676,18819,714,0,0
37,Male,56233,11338,823,0,0
59,Male,92045,30536,696,0,0
60,Male,101429,2969,493,0,0
59,Male,104575,45649,826,0,0
32,Female,102843,23912,700,0,0
56,Male,38017,26775,717,0,0
52,Female,54593,22283,636,0,0
30,Female,25502,44461,709,0,0
48,Female,45372,7578,838,1,0
63,Male,89481,15617,834,0,0
75,Male,50495,28451,550,0,0
50,Female,81947,36703,574,0,0
31,Female,45042,35643,335,0,0
76,Female,119487,31543,351,0,0
28,Female,23741,32224,441,0,0
75,Male,21580,27522,408,0,0
30,Male,67730,37558,800,0,0
37,Female,86800,36054,711,1,0
59,Female,39799,42587,541,0,0
53,Male,78774,6333,616,0,0
70,Male,57323,6698,564,0,0
21,Male,25600,26432,711,0,0
40,Male,29920,9257,645,0,0
57,Male,41319,47253,586,0,0
36,Female,61571,32515,569,0,0
47,Male,47310,34487,815,0,0
61,Female,36450,19135,602,0,0
64,Female,56579,4334,786,0,0
48,Male,66197,9099,807,0,0
67,Female,100906,10885,646,0,0
20,Female,102423,43983,548,0,0
36,Male,99621,17481,848,0,0
31,Male,106378,38964,356,0,0
37,Male,106432,6165,632,0,0
46,Male,73364,42665,628,1,0
41,Female,49599,14592,590,0,0
62,Female,76140,10037,747,1,0
40,Female,93348,39377,836,0,0
22,Male,57150,30455,399,0,0
55,Male,23879,45024,362,0,0
67,Male,73096,4280,433,0,0
70,Male,101591,12969,495,1,0
65,Male,84254,11703,679,0,0
77,Male,29646,25661,350,0,0
41,Female,59880,29831,716,0,0
47,Male,50385,20958,516,0,0
49,Female,100048,37206,644,0,0
71,Female,77014,12073,670,0,0
21,Male,89589,2065,768,0,0
75,Male,46953,29860,468,0,0
